komentar,timestamp,sentiment
"semua orang punya suara untuk mengkritik pemerintah jika itu engga bagus dan engga baik buat negara dan kita apa salahnya kita untuk bersuara,sini biar gw kasih tahu kalau RUU TNI di sah kan yang akan terjadi adalah pertama tama gw bakalan kasih tahu apa itu RUU TNI, RUU TNI adalah (Rancangan Undang-Undang Tentara Nasional Indonesia) adalah sebuah rancangan undang-undang yang bertujuan untuk mengatur dan memperkuat keberadaan TNI, sebagai lembaga pertahanan dan keamanan negara, biar
gw singkat aja yaa, jadi TNI bisa menduduki posisi jabatan sipil, walaupun jabatan itu tidak ada kaitannya sama militer, jadi ituu bisa membuat TNI bisa lebih berkuasa dari pada rakyat sipil, bayangin aja lu lagi kerja tapi bos lu seorang tentara yang bawa senjata gimana engga gentar dan takut kalau ngelawan atau gimana bisa di dor atau ilang lu nya, jadi simpel nya lu engga bisa ngekritik pemerintah, gimanapun cara nya, pemerintah lebih unggul dari lu dan kalau ketahuan ngekritik pemerintah lu bisa di adil in, terus lu bisa di siksa apa lah semacam nya lah, jadi RUU TNI itu engga bagus banget buat kita, mungkin ada nya RUU TNI ini ada dampak baik nya tapi coba fikirin lagi dampak buruk nya akan lebih banyak, coba kamu liat aja waktu jaman orde Baru yang di mana banyak pemimpin buruk kekejaman di mana mana,mau nolong tapi kebanyakan orang takut buat bersuara, karena saking kejam nya waktu itu, dan waktu itu keadilan engga ada untuk orang yang engga mampu, keadilan cuma dengan yang punya kuasa, sisa nya di cuekin, engga di perhatiin, jadii waktu itu saking kejam nya order baru itu, orang orang bersatu menumbangkan pemimpin pemimpin waktu itu termasuk persiden Suharto, dan kaki tangan nya, dan setelah parah pemimpin itu lonsor, terbitlah order reformasi yang di pimpin oleh gusdur dan lain lain nya, jadi RUU TNI harus di tolak apapun cara nya, jika tidak ingin Indonesia kembali ke masa kelam ituu!!!!!
sekian dari sayaa dan temam teman, bersama kita kawal Indonesia emas",2025-03-22 15:16:08+00:00,negatif
tp yg korupsi sampai ratusan triliunan ga di demo sampai segininya ya 😌,2025-03-22 15:06:54+00:00,negatif
"@scizz:#TolakRUUTNI
#TolakRUUKUHP
#PeringatanDarurat
#TolakDwifungsiABRI
#IndonesiaGelap
#RipReformasi98",2025-03-22 15:03:00+00:00,negatif
curiga Indonesia bakal di jajah negara sndiri🥶🥶,2025-03-22 14:59:51+00:00,negatif
":•lulusan covid
•kurikulum percobaan
•un percobaan
•pertamax = pertalite
•orde baru
gini amat masa remaja kuu",2025-03-22 14:47:02+00:00,positif
"RUU TNI DI SAH-KAN, SENJATA LEGAL UNTUK DI JUAL BELIKAN?",2025-03-22 14:33:56+00:00,negatif
#TOLAK RUU TNI‼️‼️‼️ramein hastag nya guys,2025-03-22 14:23:09+00:00,negatif
TNI orang nya hebat ² tapi semoga saja sama lihat keadaan Rakyat nya amiin 🥲🙏,2025-03-22 13:10:54+00:00,netral
kak langsung inti nya kk soalnya aku gak ngerti,2025-03-22 13:00:43+00:00,negatif
sini ku back semua👇🏻,2025-03-22 12:59:01+00:00,negatif
beli sg 2 evo dmn ya,2025-03-22 12:57:07+00:00,positif
"nyesel blajar pkn, udh tau amandemen cuma 4x. trnyata remedial",2025-03-22 12:56:04+00:00,negatif
dukun indo ngak mau bertindak nih??😂,2025-03-22 12:52:59+00:00,negatif
gak ke bayang gw bawa sg2 alok🗿,2025-03-22 12:48:25+00:00,netral
"gini amat masa remaja gua
serba ga boleh anjr😹",2025-03-22 12:26:05+00:00,netral
ruu TNI apa arti nya gua GK ngerti anjay,2025-03-22 12:25:51+00:00,netral
"bayangin aj lgi nonton series tiba"" ditangkep😭😭",2025-03-22 12:19:29+00:00,negatif
Boleh Masuk Ke Perut Ibu Lagi Kgk Sih? Gw Gk Kuat Kayanya😌,2025-03-22 12:19:19+00:00,netral
"NEGARA JUGA MILIK RAKYAT!
BUKAN HANYA MILIK PEJABAT!
#TOLAKRUUTNI !",2025-03-22 12:16:50+00:00,negatif
turut berduka cita atas meninggalnya pancasila ke 5,2025-03-22 12:14:24+00:00,positif
susah bang DPR nya masih banteng,2025-03-22 12:12:51+00:00,netral
wah kok gini sekarang🥺,2025-03-22 12:05:03+00:00,positif
mari kita berdoa ke allah sama sama di malam LaQadar gw yakin tangal 23 ad di,2025-03-22 12:01:00+00:00,negatif
KK KK Tolong aku takut ga ngerti dan gamao jadi kayak gini😞😞😞 Tolong KK KK ko malah jadi ginii😞😞😞ihhh takuttt takut takuttt gimana gimana ihh takuuttt😞😞😞😞gimanaa kk kk,2025-03-22 11:56:11+00:00,negatif
@F  I  R  A🫠,2025-03-22 11:50:27+00:00,positif
trus kita kudu apa. maap aku gk ngerti,2025-03-22 11:47:46+00:00,negatif
#TOLAKRUUTNI #BOYKOTRUUTNI,2025-03-22 11:45:34+00:00,negatif
kembali lagi episode hilang malam lagi nih,2025-03-22 11:45:15+00:00,negatif
indo lama lama kaya korut anjirr 😭😭😭,2025-03-22 11:44:29+00:00,netral
ga kebayang kemana mana bawa ak 2 juta,2025-03-22 11:42:33+00:00,negatif
ydh pindah negara aja yu.. siapa yng mau ikuttt,2025-03-22 11:40:31+00:00,negatif
"@istri Boboiboy 😵😵‍💫 @icaa✨ @Rosdhinie @nadzifah💋💋 @Riz""art @dew_suka_roger_bauti✓•",2025-03-22 11:40:24+00:00,positif
TNI untuk rakyat😹,2025-03-22 11:39:27+00:00,positif
@partaigerindra,2025-03-22 11:34:48+00:00,positif
#TOLAK RUU TNI‼️‼️‼️‼️‼️,2025-03-22 11:34:38+00:00,negatif
sekolah bawa g18 dong,2025-03-22 11:24:24+00:00,positif
"knp pas ruu perampasan aset pada diem aja, sedangkan ruu TNI langsung pada nolak,",2025-03-22 11:22:41+00:00,negatif
2045 Indonesia emas!! 😞,2025-03-22 08:31:23+00:00,positif
menuju Indonesia emas wkwkw 😹,2025-03-22 08:28:28+00:00,positif
"#TOLAK RUUTNI
#TOLAK RUUTNI
#TOLAK RUUTNI",2025-03-22 08:27:10+00:00,negatif
yang di tangkap itu koruptor bukan kpopers,2025-03-22 08:14:22+00:00,negatif
@Rebecca L. Indonesia rasa korut,2025-03-22 08:11:52+00:00,negatif
parah sih,2025-03-22 08:10:52+00:00,negatif
welcome to korut versi Indonesia,2025-03-22 08:10:13+00:00,positif
"udah disahin anjir sama dpr,si puan anyink",2025-03-22 07:46:43+00:00,negatif
negara apa ini,2025-03-22 07:44:03+00:00,positif
halah ruu tni penutup beberapa kasus koruptor😹😹,2025-03-22 07:40:46+00:00,negatif
katanya dari rakyat untuk rakyat,2025-03-22 07:39:49+00:00,positif
main epep aja ini mah,2025-03-22 07:36:01+00:00,netral
@iiaaayayyaa𓇼 jujur ga paham 🙏🏻🙏🏻,2025-03-22 07:34:43+00:00,negatif
"lama"" gw bawa jg nih sc cupid gw sama kriss cupid",2025-03-22 07:34:25+00:00,negatif
andai sumatra buat negara sendiri ..,2025-03-22 07:18:55+00:00,positif
"Lah, gw ntar maen c.ai gimana ini, kasian suami gw gk ada asupan",2025-03-22 07:17:31+00:00,negatif
buru buru amat mau ada apasi,2025-03-22 07:16:15+00:00,negatif
#TolakRuuTNI,2025-03-22 07:13:16+00:00,negatif
jd pengen ke luarnegri😭,2025-03-22 07:11:32+00:00,negatif
apaan bgt si ni negara,2025-03-22 07:07:44+00:00,negatif
#tolakRUUTNI,2025-03-22 07:05:53+00:00,negatif
"dukung runn TNI, lepas itu beli rompi anti peluru beli senjata ilegal",2025-03-22 07:01:53+00:00,negatif
@Andreaaa @pamell ayo pindah negara 🥰,2025-03-22 07:00:29+00:00,negatif
ga done,2025-03-22 06:58:55+00:00,negatif
TOLAK RUU TNII,2025-03-22 06:58:52+00:00,positif
takut gw jadi TNI 💀🗿,2025-03-22 06:55:47+00:00,negatif
"jd ksian pak prabowo,pak prabowo pusing gk ya?? 😔",2025-03-22 06:54:06+00:00,negatif
Indonesia kenapa si?,2025-03-22 06:52:19+00:00,negatif
@𝓂𝒾𝓁𝑜𝓌𝓎𝓁𝓁 nie coba liat dlu,2025-03-22 06:51:33+00:00,positif
kejadian 1998 s2☠️,2025-03-22 06:51:03+00:00,negatif
KECEWA UDH KECEWA SAMA NEGARA SENDIRI😔.,2025-03-22 06:44:22+00:00,positif
"nggak paham, ada yang bisa simpulkan nggak?",2025-03-22 06:43:30+00:00,negatif
gapaham bg 🗿lansung intinya aja😭,2025-03-22 06:43:09+00:00,positif
lagian kenapa pada pilih pak prabowo sih?,2025-03-22 06:39:55+00:00,netral
Bentar gak ngerti,2025-03-22 06:39:22+00:00,netral
"suatu hari di 2030 : ""bagi pluru sg woyy""",2025-03-22 06:35:04+00:00,negatif
"aku blm dewasa, negara udh gini aja🥲🥲",2025-03-22 06:25:34+00:00,positif
Mamat gunshop: anjayy cairr cairrr📈,2025-03-22 06:23:41+00:00,netral
"#TOLAKRUUTNI
#KORUPSIHAMA",2025-03-22 06:23:24+00:00,negatif
@✭,2025-03-22 06:22:13+00:00,positif
au ah mending kabur ke jepang😹😹,2025-03-22 06:11:06+00:00,negatif
"dua kata ""negara lucu""",2025-03-22 06:08:59+00:00,negatif
otw jadi negara Mexico ini mah,2025-03-22 06:01:16+00:00,positif
"jd tambah pengen ""kabur aja dulu""",2025-03-22 05:25:54+00:00,negatif
masuk surga lewat jalur wni🥰,2025-03-22 05:23:22+00:00,positif
lama' Indonesia bakal kaya Korut keknya 🗿,2025-03-22 05:22:48+00:00,negatif
kita kembali kemasa su harto pada tahun 98 nenek ku pernah cerita soal ini bisa bisa indonesia akan hening dan sunyi tapi hening nya ini bahaya bisa bisa korupsi bisa bebas😭😭😭😭kitagak setujuruutni,2025-03-22 05:21:28+00:00,negatif
makin kesini makin anj ni Negara #tolakruutni,2025-03-22 05:21:10+00:00,negatif
Prabowo 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,2025-03-22 05:19:51+00:00,positif
"PADAHAL ANGKATAN PERANG TIDAK BOLEH IKUT-IKUT POLITIK
-soekarno",2025-03-22 05:17:58+00:00,negatif
otw pindah mekah,2025-03-22 05:13:23+00:00,negatif
#TOLAK RUU TNI,2025-03-22 05:08:52+00:00,positif
"kasian bngt yang lahir 2008-2013, yang semangat ya aku juga sekarang ngerasain kok, smngt ya 🥰",2025-03-22 05:08:39+00:00,positif
pantesan RUU di sahkan gara gara biar masyarakat gak bisa cerita 😹🧢,2025-03-22 05:04:03+00:00,negatif
itulah alasan aceh minta pisah dari Indonesia,2025-03-22 05:00:30+00:00,negatif
@슈아 ;3,2025-03-22 04:59:44+00:00,netral
mending ke korea menikah dengan mark🥰🥰🥰🙏🙏🙏,2025-03-22 04:56:51+00:00,positif
"tunggu saya jadi orng kaya dulu yaa, ntar saya beli negara bukan buat pribadi tapi buat seluruh rakyat Indonesia tercinta",2025-03-22 04:55:40+00:00,positif
@Ꭼ𝐫𝐫𝐥𝐲𝐧 💟🐬 @༝༚༝༚ @ceya sigma😳🤭🙄,2025-03-22 04:54:20+00:00,positif
"nasa cariin aku planet matcha,siapa mau ikut💃",2025-03-22 04:53:20+00:00,positif
sampai bertemu di yaumul hisab,2025-03-22 04:52:24+00:00,positif
mintol damkar,2025-03-22 04:51:55+00:00,netral
"pindah negara ae kita, eneg gua
🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳🧳
nih ambil msg² 1 yak",2025-03-22 04:47:32+00:00,negatif
@kiko_cr0 @Fl,2025-03-22 04:46:02+00:00,positif
"tapi kenapa ruu TNI bawa² KPop? apa masalahnya sama kpop? karena tidak pancasilais? sedangkan pak Jokowi aja mendekatkan kedua rakyat korsel sama indo, kenapa KPop harus yg kena? sebagian orang bahagia karena KPop loh,udah ga beres ni negara.",2025-03-22 04:45:49+00:00,negatif
Dpr pada mau biar korupsi makin aman🗿,2025-03-22 04:43:16+00:00,negatif
Steven young : Mati gw☠️,2025-03-22 04:40:50+00:00,positif
"Yang di tanya itu apa isi UU TNI yang di revisi min..
Bukan lari ke Orde Baru..",2025-03-22 04:40:27+00:00,negatif
"ayo ramaikan hastag
#tolakruutni
#TolakRevisiUUTNI",2025-03-22 04:38:09+00:00,negatif
Koruptor ketar ketir jadi ngesahin RUU TNI 😹🗿,2025-03-22 04:31:42+00:00,negatif
"list pindah negara
-gue
-
-
isi ya",2025-03-22 04:30:20+00:00,negatif
DPR=HAMA,2025-03-22 04:30:17+00:00,netral
#TOLAKRUUTNI,2025-03-22 04:27:22+00:00,negatif
gimana nasib kpoprs..,2025-03-22 03:44:54+00:00,negatif
gni amat tinggal di indo,2025-03-22 03:44:28+00:00,positif
@☆~usermanusia33~☆,2025-03-22 03:44:04+00:00,positif
apa bedanya indo sama Israel kalo israel nge jajah negara kalo indo nge jajah rakyat,2025-03-22 03:39:48+00:00,negatif
@sAski🅰️ @𝒔𝒚𝒂𝒉༺ @🤍🎀,2025-03-22 03:38:53+00:00,positif
tolong jelasin gw ga ngarti😞,2025-03-22 03:34:07+00:00,netral
ga kebayang sekolah bawa mag7☺☺,2025-03-22 03:34:01+00:00,positif
aku masih kcil harus tau hal ginian😔,2025-03-22 03:32:09+00:00,positif
DPR kepanjangan nyaa apaa kawaannnnnn,2025-03-22 03:29:17+00:00,netral
JawaHam4😹,2025-03-22 03:26:51+00:00,positif
dewan penghianat rakyat,2025-03-22 03:19:38+00:00,positif
berasa di Korea Utara,2025-03-22 03:18:19+00:00,netral
guys ayo #TolakRevisiUUTNI,2025-03-22 03:14:42+00:00,positif
sebelum ada RUU TNI di tmpt ku banyak yg jualan senjata api.apakah dia sudah tau kalo akan terjadi seperti ini🤔,2025-03-22 03:13:43+00:00,negatif
BENER BENER NEGARA OTORITER! 🔥😇🔥,2025-03-22 03:07:32+00:00,positif
nanti sklh bawa SG rasa apa lu pada 🗿🗿,2025-03-22 02:58:50+00:00,netral
sekolah bawa sg 2😂,2025-03-22 02:53:20+00:00,positif
@dieforyou,2025-03-22 02:47:01+00:00,positif
#TolakKerasRUUTNI,2025-03-22 02:36:52+00:00,negatif
gak bisa kritik pemerintah... klo kritik bisa disikat kita,2025-03-22 02:33:52+00:00,negatif
gw blm kerja woilah,2025-03-22 02:29:26+00:00,positif
siapa yg kemaren pilih prabowo,2025-03-22 02:26:19+00:00,negatif
tunggu gua beli tank🗿🗿,2025-03-22 02:26:08+00:00,positif
minta bantuan damkar aja dari sekarang,2025-03-22 02:19:43+00:00,positif
tutor pindah negara🥰🥰,2025-03-22 02:19:28+00:00,negatif
"polisi aja gaguna
ini tentara juga ngikut ga guna",2025-03-22 02:17:40+00:00,negatif
kagak jadi mudik ke indo gua 😌😌,2025-03-22 02:16:54+00:00,negatif
kacau nih negara...,2025-03-22 02:15:14+00:00,negatif
ga faham pliss gue fomo bgt pngn tau😭😭😭,2025-03-22 02:14:19+00:00,negatif
masa gw sekola aja bawa sg?,2025-03-22 02:01:50+00:00,netral
kok gua ga ngerti ya,2025-03-22 00:47:52+00:00,netral
liat caremen di Korea kek nya bahagia banget,2025-03-22 00:41:51+00:00,positif
lama² jadi korut pt2 😔,2025-03-22 00:41:49+00:00,negatif
tolak RUU TNI🔥,2025-03-22 00:35:21+00:00,positif
Saham Mamat Gunshop meroket,2025-03-22 00:22:13+00:00,positif
oh jadi kita dimanja2 di awal terus dipotong pelan2....,2025-03-22 00:22:12+00:00,negatif
Indonesia mundur 20 tahun💀,2025-03-22 00:22:02+00:00,negatif
ni negara makin seru aja udhlah mirip anime naruto banyak tikus kantor sekarang alurnya malah kaya akame ga kill,2025-03-22 00:10:28+00:00,negatif
sumpah gue malu jir jadi warga indonesia 😔😔,2025-03-21 23:59:07+00:00,negatif
"MINTA BAJU BARU,DIKASI ORDE BARUU",2025-03-21 23:55:06+00:00,positif
klo sah sih masih mending korea utara🗿,2025-03-21 23:53:46+00:00,negatif
Kita butuh eren yeger🗿,2025-03-21 23:47:02+00:00,negatif
Fedi Nuril? nama aku Nuril 😭😭,2025-03-21 23:41:23+00:00,negatif
yang penting negara brics kan indo?🤣,2025-03-21 23:38:11+00:00,positif
"@hereee dengerin ini ya sayang, nanti juga kamu paham.",2025-03-21 23:37:07+00:00,negatif
Ingat kata² marselino,2025-03-21 23:33:48+00:00,negatif
gini amat masa remaja gua,2025-03-21 23:31:43+00:00,positif
"ini negara apa epep, masa tiap hari harus bawa medkit sm es kepal 😭",2025-03-21 23:16:29+00:00,positif
kayaknya yang buat ruu ini yang korupsi,2025-03-21 23:11:34+00:00,negatif
maksudnya gimana belum paham rada bingung,2025-03-21 23:10:42+00:00,negatif
ini sih buat legitimasi yg sudah diangkat jd pejabat sipil😏 pilih prabowo bkn berarti tdk mengkoreksi jika ada yg salah,2025-03-21 23:10:40+00:00,negatif
"awalnya pengen jadi tentara biar jadi pahlawan eh malah ada berita beginian
jadi gk mau gw",2025-03-21 23:08:20+00:00,negatif
rapat di hotel mewah njir 🗿,2025-03-21 23:02:46+00:00,negatif
buku sejarah langsung tebel tuh,2025-03-21 23:01:48+00:00,positif
@Wahyu:tau kan kenapa aceh pengen banget pisah dri indo,2025-03-21 22:56:15+00:00,negatif
@vitaa🍵 alaiwah?,2025-03-21 22:53:12+00:00,negatif
"Izin menjelaskan bang, jadi ruu tni ingin di sahkan karena banyak terjadi kasus korupsi, nakob*, terori* dan masih banyak hal lain nya. Yang dimana polisi belum bisa mengurus semua nya, jadinya polisi meminta bantuan kepada tni untuk membantu polisi dalam menangkap mereka. Sebenarnya ruu sudah dibuat dari tahun 2000an awal, namun belum sempat di sah kan. Lanjut ke tni, polisi meminta bantuan tni menangkap di bagian yang dimana polisi sudah kewalahan dan juga jika polisi yang menangkap bukti bukti nya suka tiba tiba hilang. Maka dari itu tni di mintai bantuan untuk ikut campur. Nah setelah pelaku tertangkap tni berhak untuk mengsidangkan nya, namun tni kekurangan bukti dan undang undang yang dapat memberatkan hukuman. Maka dari itulah ruu tni dibuat, dengan tujuan agar tni dapat menjerat para pelaku dengan sangat berat, ada undang undang yang menjadi bukti tambahan dan juga verifikasi bahwa tni bekerja sama dengan polisi. Bagi yang ingin bertanya mengapa saya berani menjawab seperti ini? Karena saya diberitahu oleh keluarga saya sendiri yang seorang abdi negara. Serta teman dari keluarga saya yang bekerja di bidang pengkajian.",2025-03-21 22:47:43+00:00,negatif
kelahiran 2007/8 gini bangett nasib nyee😔🔥,2025-03-21 22:46:20+00:00,negatif
"jangan takut dibilang fomo karna ikut bersuara. mending fomo mempertahankan demokrasi, daripada fomo milih pemimpin karna gemoi 🥺💀",2025-03-21 22:46:08+00:00,positif
ini mah di jajah negara sendiri jatoh nya😔,2025-03-21 22:45:49+00:00,positif
indo butuh vigilante ga sih?,2025-03-21 21:43:36+00:00,negatif
#DUKUNGRUUTNI,2025-03-21 21:41:20+00:00,negatif
ini cuma buat anak remaja doang atau semua org??,2025-03-21 21:40:01+00:00,negatif
owh pantesan orde baru mau di munculin lagi ternyata mau nutupin orang orang yang mau korupsi,2025-03-21 21:34:51+00:00,negatif
@Alisha,2025-03-21 21:29:47+00:00,positif
@⋆˚࿔your little girl𝜗𝜚˚⋆  pindah yok🥰🥰,2025-03-21 21:24:37+00:00,negatif
#TOLAKRUUTNI,2025-03-21 21:24:05+00:00,negatif
"umur gua masih 16 negara udh kaya gini, gmna ntr kedepanya, korea angkut gua pls muak gua🥺🥺",2025-03-21 21:21:35+00:00,negatif
"susanti, plis jemput gue.. 😭",2025-03-21 21:13:34+00:00,netral
"padahal sebelumnya prinsip Indonesia itu ""dari rakyat,oleh rakyat, untuk rakyat""",2025-03-21 21:12:03+00:00,negatif
presiden bisa hentiin ini nggak atau malah presiden ngedukung orde ini? demi Allah aku takut banget ☹️,2025-03-21 21:11:11+00:00,negatif
kaya nya fixx si gua bakal pindah ke jepang,2025-03-21 21:10:45+00:00,netral
Selamat masuk di era dimana orang biasa patuh pada pada orang yang punya jabatan 😄,2025-03-21 21:08:54+00:00,positif
saya gak tau soal UU TNI karena saya gen Z tapi semoga negara aman dn makmur,2025-03-21 21:01:52+00:00,negatif
"Bnyak yg nolak pda knpa sih,jelas2 ruu tni udh d ajukan jauh2 hari sebelum pemerintahan presiden prabowo, skrang aja yg emng baru d sahkan😂",2025-03-21 20:59:36+00:00,negatif
@^_°,2025-03-21 20:53:16+00:00,positif
jadi korsel jir,2025-03-21 20:53:01+00:00,negatif
5 - .feast,2025-03-21 20:49:48+00:00,positif
tolak RUU TNI🔥🔥,2025-03-21 20:43:39+00:00,positif
malah flashback ke masa lalu,2025-03-21 20:28:19+00:00,netral
"kalau mau tegok sifat asli kasih jabatan ,,",2025-03-21 20:25:49+00:00,negatif
"lebih baik beli baju lebaran, atau rompi anti peluru ya BG ?",2025-03-21 19:56:34+00:00,netral
tuhh kann gen kita tuu gen percobaan dari mulai sekolahan sampai ke pemasyarakatan😞,2025-03-21 19:51:28+00:00,positif
@ayyyyyl,2025-03-21 19:44:25+00:00,positif
masa sekolah bawa sg2😹,2025-03-21 19:37:44+00:00,netral
TOLAK RUU TNI,2025-03-21 19:20:34+00:00,positif
apakah masih disebut negara demokrasi??,2025-03-21 19:15:13+00:00,negatif
boykot TNI,2025-03-21 18:51:39+00:00,negatif
the real of orde baru season 2? 💀👊,2025-03-21 18:44:20+00:00,negatif
"yg gua mau tanya cuma 1, kalo DPR pd pengen cpt jadi aturan ini, untung nya buat mereka apa? gk mungkin mereka main cepat kalo gk ada dampak",2025-03-21 18:40:02+00:00,negatif
ini mah mereka yg korup takut di penjara😭,2025-03-21 16:39:01+00:00,negatif
"misal nya udh sah
bisa di batalin gk??",2025-03-21 16:35:38+00:00,netral
biar negara ini jadi negara kaya kayanya cuma buat pejabat,2025-03-21 16:27:16+00:00,positif
pajak aja di hapus 😁,2025-03-21 16:25:04+00:00,negatif
Mau kebut biar ga kegep,2025-03-21 16:15:31+00:00,negatif
🥺,2025-03-21 16:03:23+00:00,positif
fungsi DPR tuh apasi?,2025-03-21 16:01:27+00:00,netral
nuduh pemerintah korupsi auto ilang orngnya🗿,2025-03-21 16:00:14+00:00,negatif
"YAAA ALLLAAHH HUROOBBIIII MENIII GINI GINII TEING KEHIDUPAN GEN Z,TEEU SANGGUPPP🤗",2025-03-21 15:53:44+00:00,negatif
"ya udh ini negara penghuninya TNI semua, kita pindah aja",2025-03-21 15:52:21+00:00,negatif
makin kesini makin kacau ni negara,2025-03-21 15:50:15+00:00,negatif
RUU TNI itu isi nya ada yg kpop ya? soalnya di tiktok fyp ku RUU TNI kpop gitu,2025-03-21 15:47:07+00:00,negatif
prabowo harus turun tangan nih kalo engga si kita pindah negara aja🗿🗿,2025-03-21 15:38:13+00:00,negatif
@KNR2101 @nnn @myself,2025-03-21 15:31:07+00:00,negatif
"rakyat kalu udh turun tangan gk ada apa2, pemerintahan",2025-03-21 15:26:02+00:00,negatif
"wakil rakyat,rakyat mana yg di wakilin?",2025-03-21 15:17:07+00:00,negatif
"@yooo:umur masih 15, negara udh gini aj🥲🥲",2025-03-21 15:12:12+00:00,positif
